0,1,2,3,4,5,6,7,8,9,10
tropical fruit,shopping bags,,,,,,,,,
whole milk,candy,,,,,,,,,
citrus fruit,beef,,,,,,,,,
sausage,beverages,,,,,,,,,
chicken,rolls/buns,,,,,,,,,
sausage,cake bar,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
canned beer,whole milk,onions,coffee,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
citrus fruit,other vegetables,pip fruit,pork,soda,yogurt,herbs,red/blush wine,,,
frankfurter,pork,tropical fruit,pastry,,,,,,,
pot plants,yogurt,other vegetables,,,,,,,,
frankfurter,coffee,,,,,,,,,
citrus fruit,canned beer,waffles,chocolate,dish cleaner,,,,,,
bottled beer,white bread,,,,,,,,,
yogurt,citrus fruit,pastry,,,,,,,,
beef,beef,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
pip fruit,beverages,margarine,soda,,,,,,,
tropical fruit,whipped/sour cream,canned vegetables,,,,,,,,
root vegetables,chocolate,,,,,,,,,
whole milk,pasta,,,,,,,,,
oil,butter,,,,,,,,,
rolls/buns,yogurt,,,,,,,,,
sausage,frankfurter,herbs,rice,,,,,,,
rolls/buns,baking powder,onions,bottled water,,,,,,,
berries,pastry,,,,,,,,,
root vegetables,citrus fruit,whole milk,chewing gum,,,,,,,
whipped/sour cream,detergent,,,,,,,,,
UHT-milk,yogurt,,,,,,,,,
beef,pastry,yogurt,chewing gum,,,,,,,
yogurt,beverages,brown bread,,,,,,,,
other vegetables,citrus fruit,pork,frozen vegetables,cat food,curd,spices,soda,,,
whole milk,margarine,soda,softener,,,,,,,
canned beer,ice cream,,,,,,,,,
other vegetables,bottled water,shopping bags,,,,,,,,
whole milk,spread cheese,,,,,,,,,
onions,newspapers,,,,,,,,,
pip fruit,tidbits,,,,,,,,,
fruit/vegetable juice,rolls/buns,,,,,,,,,
chicken,soda,,,,,,,,,
soda,curd,sliced cheese,,,,,,,,
pastry,whole milk,sausage,soda,soda,sliced cheese,domestic eggs,,,,
soda,domestic eggs,sliced cheese,soda,,,,,,,
sausage,rolls/buns,,,,,,,,,
dessert,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
tropical fruit,bottled beer,domestic eggs,rolls/buns,long life bakery product,other vegetables,skin care,,,,
coffee,berries,,,,,,,,,
salty snack,brown bread,,,,,,,,,
root vegetables,napkins,,,,,,,,,
hamburger meat,condensed milk,,,,,,,,,
whipped/sour cream,canned beer,,,,,,,,,
beverages,fruit/vegetable juice,,,,,,,,,
chicken,specialty chocolate,,,,,,,,,
specialty bar,rolls/buns,,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
long life bakery product,canned vegetables,,,,,,,,,
bottled beer,bottled beer,,,,,,,,,
canned beer,dishes,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
sausage,soda,pastry,flower (seeds),newspapers,,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,bottled beer,rolls/buns,hygiene articles,softener,,,,,,
canned beer,citrus fruit,,,,,,,,,
canned beer,chicken,other vegetables,,,,,,,,
coffee,white wine,,,,,,,,,
fruit/vegetable juice,fruit/vegetable juice,,,,,,,,,
pip fruit,spread cheese,,,,,,,,,
pork,bottled water,baking powder,,,,,,,,
whole milk,UHT-milk,,,,,,,,,
detergent,root vegetables,fruit/vegetable juice,brown bread,,,,,,,
frankfurter,frankfurter,grapes,brown bread,,,,,,,
tropical fruit,soups,,,,,,,,,
brown bread,herbs,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,yogurt,oil,,,,,,,,
pork,bottled beer,beef,other vegetables,chocolate,snack products,other vegetables,frozen vegetables,,,
yogurt,whole milk,,,,,,,,,
citrus fruit,candy,,,,,,,,,
citrus fruit,yogurt,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
pastry,butter,,,,,,,,,
sausage,frozen vegetables,,,,,,,,,
bottled water,frankfurter,curd,butter milk,,,,,,,
whole milk,detergent,,,,,,,,,
nuts/prunes,margarine,,,,,,,,,
pork,canned fish,,,,,,,,,
sauces,herbs,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
herbs,dessert,yogurt,,,,,,,,
misc. beverages,bottled beer,,,,,,,,,
whole milk,grapes,,,,,,,,,
fruit/vegetable juice,other vegetables,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
chicken,whole milk,margarine,soda,,,,,,,
other vegetables,canned fish,,,,,,,,,
ham,other vegetables,,,,,,,,,
bottled water,whole milk,citrus fruit,citrus fruit,pickled vegetables,salad dressing,,,,,
UHT-milk,whole milk,,,,,,,,,
chocolate,sliced cheese,bottled water,oil,,,,,,,
root vegetables,specialty chocolate,,,,,,,,,
frankfurter,butter milk,,,,,,,,,
hamburger meat,cat food,,,,,,,,,
grapes,misc. beverages,,,,,,,,,
fruit/vegetable juice,bottled beer,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
domestic eggs,processed cheese,whole milk,bottled water,,,,,,,
pork,brown bread,,,,,,,,,
onions,whipped/sour cream,,,,,,,,,
pip fruit,coffee,UHT-milk,,,,,,,,
pip fruit,other vegetables,,,,,,,,,
root vegetables,other vegetables,dessert,,,,,,,,
pet care,beef,,,,,,,,,
citrus fruit,rolls/buns,,,,,,,,,
beef,whole milk,,,,,,,,,
root vegetables,margarine,,,,,,,,,
pickled vegetables,soda,chewing gum,yogurt,,,,,,,
other vegetables,misc. beverages,,,,,,,,,
female sanitary products,whole milk,hygiene articles,,,,,,,,
bottled beer,whole milk,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
pork,sugar,,,,,,,,,
beverages,condensed milk,,,,,,,,,
coffee,frozen potato products,,,,,,,,,
cat food,soda,,,,,,,,,
pip fruit,specialty chocolate,liquor,rolls/buns,,,,,,,
beverages,sugar,,,,,,,,,
nuts/prunes,butter,brown bread,,,,,,,,
whole milk,whole milk,whole milk,pip fruit,waffles,whole milk,coffee,chocolate,,,
butter,candy,,,,,,,,,
specialty chocolate,soft cheese,,,,,,,,,
tropical fruit,white bread,red/blush wine,,,,,,,,
turkey,white bread,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
fish,pot plants,coffee,,,,,,,,
tropical fruit,shopping bags,cream cheese ,pasta,,,,,,,
bottled water,coffee,,,,,,,,,
frankfurter,sliced cheese,butter,,,,,,,,
bottled beer,cat food,,,,,,,,,
tropical fruit,whole milk,soda,curd,,,,,,,
other vegetables,newspapers,,,,,,,,,
soda,white wine,,,,,,,,,
sausage,whole milk,,,,,,,,,
root vegetables,hygiene articles,,,,,,,,,
yogurt,whole milk,,,,,,,,,
meat,pastry,,,,,,,,,
white wine,waffles,,,,,,,,,
margarine,sugar,,,,,,,,,
other vegetables,whole milk,artif. sweetener,,,,,,,,
beef,citrus fruit,pastry,,,,,,,,
yogurt,root vegetables,,,,,,,,,
canned beer,detergent,cake bar,,,,,,,,
frankfurter,fruit/vegetable juice,hard cheese,whole milk,rolls/buns,,,,,,
other vegetables,cream cheese ,tropical fruit,root vegetables,specialty chocolate,,,,,,
hard cheese,waffles,misc. beverages,,,,,,,,
bottled beer,soda,,,,,,,,,
tropical fruit,soda,canned vegetables,,,,,,,,
chicken,long life bakery product,,,,,,,,,
newspapers,whole milk,waffles,,,,,,,,
domestic eggs,bottled beer,,,,,,,,,
pork,hygiene articles,,,,,,,,,
oil,bottled water,,,,,,,,,
white bread,yogurt,,,,,,,,,
canned beer,whipped/sour cream,,,,,,,,,
pastry,yogurt,,,,,,,,,
candy,soda,candy,,,,,,,,
frozen meals,sausage,canned beer,brown bread,frozen vegetables,chocolate,,,,,
other vegetables,bottled water,baking powder,,,,,,,,
softener,salt,whole milk,,,,,,,,
coffee,rolls/buns,,,,,,,,,
whole milk,pot plants,,,,,,,,,
whole milk,whole milk,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
pastry,Instant food products,,,,,,,,,
other vegetables,specialty bar,,,,,,,,,
frozen vegetables,tropical fruit,,,,,,,,,
tropical fruit,canned beer,,,,,,,,,
berries,soda,,,,,,,,,
pip fruit,pastry,,,,,,,,,
domestic eggs,cat food,,,,,,,,,
citrus fruit,shopping bags,domestic eggs,,,,,,,,
UHT-milk,frozen meals,,,,,,,,,
shopping bags,rolls/buns,,,,,,,,,
soda,pip fruit,sugar,brown bread,,,,,,,
sausage,dessert,,,,,,,,,
root vegetables,waffles,whipped/sour cream,,,,,,,,
other vegetables,napkins,,,,,,,,,
whole milk,pork,,,,,,,,,
other vegetables,soap,,,,,,,,,
rolls/buns,root vegetables,domestic eggs,ice cream,,,,,,,
salt,tropical fruit,newspapers,,,,,,,,
coffee,liquor,,,,,,,,,
oil,bottled beer,,,,,,,,,
pork,cake bar,,,,,,,,,
frozen vegetables,sugar,,,,,,,,,
other vegetables,detergent,,,,,,,,,
canned beer,root vegetables,,,,,,,,,
yogurt,softener,,,,,,,,,
ham,hard cheese,,,,,,,,,
rolls/buns,coffee,,,,,,,,,
tropical fruit,cooking chocolate,,,,,,,,,
sausage,yogurt,,,,,,,,,
detergent,salty snack,,,,,,,,,
female sanitary products,salt,,,,,,,,,
other vegetables,margarine,,,,,,,,,
ham,onions,baking powder,,,,,,,,
meat,citrus fruit,chocolate,pastry,rolls/buns,,,,,,
whole milk,skin care,,,,,,,,,
grapes,coffee,,,,,,,,,
beverages,frozen meals,,,,,,,,,
hamburger meat,berries,liquor,cream cheese ,,,,,,,
chicken,brown bread,,,,,,,,,
root vegetables,pork,soda,coffee,pastry,,,,,,
ice cream,rolls/buns,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
soda,tropical fruit,,,,,,,,,
yogurt,zwieback,,,,,,,,,
soda,domestic eggs,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
turkey,root vegetables,,,,,,,,,
beef,root vegetables,,,,,,,,,
hygiene articles,root vegetables,soda,pastry,,,,,,,
misc. beverages,citrus fruit,napkins,,,,,,,,
condensed milk,shopping bags,,,,,,,,,
other vegetables,soda,,,,,,,,,
whole milk,onions,,,,,,,,,
pickled vegetables,hygiene articles,,,,,,,,,
whole milk,whole milk,,,,,,,,,
sausage,butter,,,,,,,,,
whole milk,soda,,,,,,,,,
flower (seeds),shopping bags,,,,,,,,,
frozen vegetables,bottled water,,,,,,,,,
pastry,fruit/vegetable juice,,,,,,,,,
root vegetables,berries,brandy,,,,,,,,
beverages,oil,,,,,,,,,
whole milk,curd,,,,,,,,,
baking powder,root vegetables,,,,,,,,,
other vegetables,frankfurter,whole milk,sausage,misc. beverages,margarine,yogurt,frozen meals,cat food,,
cat food,whole milk,,,,,,,,,
soda,hygiene articles,,,,,,,,,
UHT-milk,rolls/buns,,,,,,,,,
soda,pork,,,,,,,,,
frankfurter,butter,bottled beer,,,,,,,,
whole milk,bottled beer,rolls/buns,,,,,,,,
pot plants,rolls/buns,,,,,,,,,
canned beer,rolls/buns,softener,,,,,,,,
hamburger meat,tropical fruit,bottled water,whipped/sour cream,flour,,,,,,
brown bread,liquor,,,,,,,,,
canned beer,soda,other vegetables,canned vegetables,,,,,,,
light bulbs,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
beef,root vegetables,,,,,,,,,
ham,instant coffee,,,,,,,,,
frozen chicken,white wine,,,,,,,,,
UHT-milk,salty snack,,,,,,,,,
cereals,dessert,,,,,,,,,
brown bread,frozen fish,,,,,,,,,
margarine,rolls/buns,,,,,,,,,
whipped/sour cream,newspapers,,,,,,,,,
frankfurter,bottled water,,,,,,,,,
specialty bar,candy,margarine,,,,,,,,
citrus fruit,Instant food products,,,,,,,,,
napkins,popcorn,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
citrus fruit,hamburger meat,,,,,,,,,
yogurt,yogurt,other vegetables,sliced cheese,,,,,,,
dishes,sweet spreads,,,,,,,,,
whole milk,processed cheese,curd cheese,,,,,,,,
brown bread,pastry,canned beer,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
white wine,root vegetables,,,,,,,,,
onions,instant coffee,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
ice cream,napkins,,,,,,,,,
frozen meals,canned beer,,,,,,,,,
berries,fruit/vegetable juice,,,,,,,,,
frankfurter,misc. beverages,,,,,,,,,
pork,whole milk,beverages,soda,,,,,,,
rolls/buns,soda,,,,,,,,,
pork,brown bread,fruit/vegetable juice,shopping bags,,,,,,,
liquor,bottled beer,other vegetables,,,,,,,,
UHT-milk,coffee,,,,,,,,,
canned beer,yogurt,,,,,,,,,
sausage,packaged fruit/vegetables,,,,,,,,,
salty snack,butter,,,,,,,,,
whipped/sour cream,yogurt,candy,,,,,,,,
domestic eggs,whipped/sour cream,,,,,,,,,
newspapers,curd,turkey,curd,misc. beverages,bottled beer,,,,,
other vegetables,whole milk,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
mayonnaise,salt,bottled water,,,,,,,,
sausage,fruit/vegetable juice,,,,,,,,,
tropical fruit,cat food,,,,,,,,,
newspapers,butter,,,,,,,,,
sparkling wine,chocolate,,,,,,,,,
yogurt,yogurt,,,,,,,,,
cling film/bags,ham,,,,,,,,,
tropical fruit,grapes,sugar,,,,,,,,
tropical fruit,meat,hard cheese,jam,,,,,,,
butter,margarine,,,,,,,,,
whipped/sour cream,pot plants,,,,,,,,,
white wine,newspapers,dog food,,,,,,,,
root vegetables,whipped/sour cream,rolls/buns,rolls/buns,,,,,,,
whole milk,berries,yogurt,,,,,,,,
pip fruit,canned vegetables,,,,,,,,,
frankfurter,whole milk,hamburger meat,white bread,,,,,,,
other vegetables,frozen vegetables,,,,,,,,,
tropical fruit,soda,whipped/sour cream,,,,,,,,
citrus fruit,white wine,,,,,,,,,
whole milk,margarine,,,,,,,,,
tropical fruit,grapes,chocolate marshmallow,yogurt,red/blush wine,brown bread,,,,,
pork,sweet spreads,,,,,,,,,
misc. beverages,dessert,spread cheese,onions,coffee,,,,,,
sliced cheese,rolls/buns,rolls/buns,,,,,,,,
tropical fruit,citrus fruit,newspapers,,,,,,,,
finished products,popcorn,,,,,,,,,
bottled water,bottled beer,,,,,,,,,
soda,pip fruit,,,,,,,,,
berries,condensed milk,,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
whipped/sour cream,soda,,,,,,,,,
tropical fruit,chewing gum,,,,,,,,,
sausage,yogurt,,,,,,,,,
whole milk,salty snack,,,,,,,,,
beverages,whole milk,onions,,,,,,,,
pip fruit,onions,,,,,,,,,
soda,newspapers,,,,,,,,,
liver loaf,pip fruit,,,,,,,,,
citrus fruit,yogurt,soda,,,,,,,,
domestic eggs,softener,,,,,,,,,
citrus fruit,brown bread,cat food,,,,,,,,
roll products ,soda,other vegetables,,,,,,,,
root vegetables,rice,,,,,,,,,
root vegetables,yogurt,butter,yogurt,,,,,,,
grapes,detergent,,,,,,,,,
curd,yogurt,,,,,,,,,
soda,sliced cheese,,,,,,,,,
brown bread,sausage,rolls/buns,bottled water,,,,,,,
newspapers,soft cheese,,,,,,,,,
other vegetables,red/blush wine,,,,,,,,,
soda,butter,other vegetables,margarine,,,,,,,
pip fruit,onions,frozen fish,meat,semi-finished bread,root vegetables,bottled water,whipped/sour cream,,,
butter,frozen meals,,,,,,,,,
condensed milk,other vegetables,,,,,,,,,
chicken,frankfurter,other vegetables,domestic eggs,,,,,,,
beverages,waffles,specialty chocolate,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
tropical fruit,sugar,,,,,,,,,
yogurt,root vegetables,,,,,,,,,
frozen vegetables,dessert,,,,,,,,,
hamburger meat,other vegetables,,,,,,,,,
bottled water,shopping bags,,,,,,,,,
fruit/vegetable juice,hard cheese,,,,,,,,,
other vegetables,cream cheese ,,,,,,,,,
turkey,flour,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
sausage,pet care,,,,,,,,,
soda,whole milk,,,,,,,,,
rolls/buns,bottled water,bottled water,,,,,,,,
whole milk,long life bakery product,,,,,,,,,
hamburger meat,pip fruit,,,,,,,,,
beef,soft cheese,,,,,,,,,
meat,rolls/buns,,,,,,,,,
citrus fruit,liquor,white bread,,,,,,,,
tropical fruit,white wine,oil,,,,,,,,
candy,domestic eggs,,,,,,,,,
spread cheese,chocolate marshmallow,,,,,,,,,
citrus fruit,onions,,,,,,,,,
coffee,berries,grapes,cream cheese ,cat food,,,,,,
shopping bags,margarine,,,,,,,,,
jam,brown bread,yogurt,,,,,,,,
tropical fruit,dessert,,,,,,,,,
butter milk,root vegetables,,,,,,,,,
citrus fruit,rolls/buns,pastry,,,,,,,,
whole milk,newspapers,hygiene articles,,,,,,,,
whole milk,herbs,rolls/buns,cake bar,,,,,,,
grapes,bottled water,,,,,,,,,
bottled water,oil,sausage,bottled beer,rolls/buns,bottled water,waffles,tropical fruit,frozen meals,,
citrus fruit,onions,,,,,,,,,
oil,whole milk,,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
tropical fruit,root vegetables,detergent,,,,,,,,
cream cheese ,yogurt,whipped/sour cream,,,,,,,,
soda,spread cheese,,,,,,,,,
hard cheese,processed cheese,,,,,,,,,
other vegetables,butter milk,,,,,,,,,
newspapers,whole milk,,,,,,,,,
yogurt,shopping bags,,,,,,,,,
dishes,butter milk,,,,,,,,,
white bread,shopping bags,,,,,,,,,
rolls/buns,candy,white bread,,,,,,,,
zwieback,brown bread,,,,,,,,,
root vegetables,sliced cheese,newspapers,shopping bags,,,,,,,
pip fruit,newspapers,,,,,,,,,
yogurt,long life bakery product,,,,,,,,,
whole milk,hamburger meat,detergent,pickled vegetables,,,,,,,
root vegetables,margarine,bottled water,,,,,,,,
onions,whole milk,,,,,,,,,
rolls/buns,canned beer,brown bread,dessert,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
soda,chocolate marshmallow,fruit/vegetable juice,,,,,,,,
chicken,onions,,,,,,,,,
soda,liquor (appetizer),,,,,,,,,
soda,yogurt,,,,,,,,,
sausage,pip fruit,chocolate,,,,,,,,
coffee,beef,dishes,brown bread,pastry,,,,,,
yogurt,newspapers,,,,,,,,,
whole milk,bottled water,coffee,,,,,,,,
meat,fish,meat spreads,abrasive cleaner,margarine,,,,,,
bottled water,bottled water,,,,,,,,,
UHT-milk,other vegetables,dishes,,,,,,,,
sausage,flower (seeds),,,,,,,,,
misc. beverages,coffee,,,,,,,,,
dessert,flower (seeds),,,,,,,,,
citrus fruit,cat food,,,,,,,,,
salty snack,butter,,,,,,,,,
ice cream,whole milk,,,,,,,,,
sugar,bottled water,,,,,,,,,
root vegetables,newspapers,,,,,,,,,
frankfurter,pip fruit,rolls/buns,onions,,,,,,,
pastry,sugar,,,,,,,,,
soda,cream cheese ,,,,,,,,,
yogurt,brown bread,,,,,,,,,
pork,hamburger meat,,,,,,,,,
whole milk,whole milk,,,,,,,,,
root vegetables,herbs,,,,,,,,,
bottled beer,soups,detergent,,,,,,,,
pet care,pastry,red/blush wine,,,,,,,,
canned beer,root vegetables,hard cheese,specialty cheese,,,,,,,
domestic eggs,sugar,,,,,,,,,
citrus fruit,pork,napkins,domestic eggs,,,,,,,
pork,other vegetables,,,,,,,,,
brown bread,white wine,,,,,,,,,
frozen fish,rolls/buns,,,,,,,,,
onions,coffee,,,,,,,,,
rolls/buns,newspapers,,,,,,,,,
whipped/sour cream,other vegetables,honey,,,,,,,,
hamburger meat,newspapers,,,,,,,,,
cream cheese ,UHT-milk,,,,,,,,,
rolls/buns,white wine,,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,misc. beverages,root vegetables,curd,dessert,,,,,,
curd,UHT-milk,,,,,,,,,
bottled beer,domestic eggs,brown bread,chewing gum,,,,,,,
yogurt,rolls/buns,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,flour,,,,,,,,,
frozen fish,whole milk,,,,,,,,,
root vegetables,curd,waffles,,,,,,,,
bottled beer,frozen meals,,,,,,,,,
butter,dessert,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
yogurt,yogurt,,,,,,,,,
yogurt,roll products ,fruit/vegetable juice,,,,,,,,
whole milk,ice cream,turkey,artif. sweetener,,,,,,,
tropical fruit,yogurt,,,,,,,,,
beef,condensed milk,,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
butter,fruit/vegetable juice,,,,,,,,,
herbs,yogurt,prosecco,,,,,,,,
pork,pet care,margarine,,,,,,,,
brown bread,brown bread,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
brown bread,butter milk,oil,frozen meals,,,,,,,
pork,bottled water,,,,,,,,,
canned beer,ready soups,,,,,,,,,
other vegetables,other vegetables,,,,,,,,,
frankfurter,brown bread,,,,,,,,,
sausage,tropical fruit,bottled beer,fruit/vegetable juice,,,,,,,
seasonal products,rolls/buns,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
bottled beer,yogurt,,,,,,,,,
curd,dessert,,,,,,,,,
turkey,UHT-milk,,,,,,,,,
butter milk,zwieback,pot plants,,,,,,,,
root vegetables,sweet spreads,,,,,,,,,
seasonal products,shopping bags,,,,,,,,,
beef,other vegetables,whole milk,soda,,,,,,,
meat,canned beer,,,,,,,,,
meat,onions,misc. beverages,,,,,,,,
tropical fruit,grapes,,,,,,,,,
citrus fruit,citrus fruit,whole milk,newspapers,detergent,yogurt,salty snack,,,,
bottled beer,whole milk,,,,,,,,,
specialty chocolate,pastry,,,,,,,,,
ice cream,herbs,,,,,,,,,
dessert,whole milk,,,,,,,,,
butter,citrus fruit,,,,,,,,,
pork,domestic eggs,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
sausage,curd,,,,,,,,,
whole milk,white bread,,,,,,,,,
kitchen towels,rolls/buns,,,,,,,,,
yogurt,yogurt,cream cheese ,,,,,,,,
soda,salty snack,candy,,,,,,,,
chocolate,hard cheese,,,,,,,,,
whole milk,sliced cheese,,,,,,,,,
whipped/sour cream,shopping bags,,,,,,,,,
beef,white bread,,,,,,,,,
napkins,soda,,,,,,,,,
citrus fruit,soda,white bread,,,,,,,,
beverages,other vegetables,,,,,,,,,
soda,semi-finished bread,coffee,,,,,,,,
roll products ,whole milk,tropical fruit,rolls/buns,rolls/buns,,,,,,
UHT-milk,berries,,,,,,,,,
photo/film,bottled water,,,,,,,,,
soda,other vegetables,white bread,,,,,,,,
frankfurter,soda,,,,,,,,,
root vegetables,soda,hygiene articles,,,,,,,,
soda,beef,,,,,,,,,
yogurt,root vegetables,oil,,,,,,,,
prosecco,rolls/buns,specialty chocolate,white bread,,,,,,,
other vegetables,fruit/vegetable juice,,,,,,,,,
bottled water,liquor (appetizer),,,,,,,,,
canned beer,other vegetables,dessert,pastry,,,,,,,
soda,soda,domestic eggs,,,,,,,,
bottled water,other vegetables,vinegar,,,,,,,,
rolls/buns,semi-finished bread,fruit/vegetable juice,,,,,,,,
root vegetables,dessert,,,,,,,,,
bottled beer,whole milk,,,,,,,,,
tropical fruit,pip fruit,rolls/buns,,,,,,,,
citrus fruit,pastry,,,,,,,,,
canned beer,dental care,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
root vegetables,whole milk,,,,,,,,,
pork,shopping bags,,,,,,,,,
beef,butter,chocolate,frozen meals,napkins,margarine,,,,,
berries,domestic eggs,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
